ph,Solids,Turbidity,Potability
0.22749905,39028.59934,3.545741438,1
6.017260924,15157.26879,4.427712282,1
7.110845138,25043.5328,5.712792127,1
6.350290472,14905.39385,4.265233067,1
8.12934172,22982.92744,4.822043564,1
10.25281623,18158.84212,4.559836219,1
5.462355935,11642.149,4.486180492,1
9.239440361,14829.62421,3.471971127,1
7.071314192,20038.79642,4.29372656,1
7.115895266,18463.88366,3.736020547,1
8.238996597,25046.79864,3.089923749,1
6.446252032,11104.25051,4.976957858,1
6.161779499,12229.64758,4.003547029,1
6.772156538,13790.2962,3.827255961,1
7.06184552,11300.23811,3.958248504,1
4.638250259,34261.98589,4.124537825,1
7.678966889,7472.50648,3.718981559,1
8.137713063,33786.71631,2.743866752,1
7.481397772,13781.78028,4.03997629,1
8.082148076,28407.66103,3.373484514,1
,27983.17942,4.290393224,1
7.702183099,18126.03096,4.382159162,1
6.750761186,23642.9926,2.777726265,1
,22387.31575,4.649365028,1
6.323942073,23234.78893,3.575010576,1
5.403883692,11571.42154,3.189942299,1
5.699873488,31977.37014,2.416402098,1
7.694264582,22673.03447,5.707192759,1
8.581428694,20590.71211,3.388448222,1
9.888941401,19892.38891,3.75016351,1
3.426450368,21839.69596,5.97805394,1
8.370440489,15063.81497,3.21063541,1
,13286.15658,4.26852452,1
8.390500572,27032.14226,4.150359337,1
7.58194468,21675.68287,4.833345774,1
9.850054687,35289.23711,4.521836127,1
5.225683807,16276.3986,3.695746982,1
9.663653196,13213.57825,4.741944305,1
,26210.11601,5.010163393,1
7.935607325,19657.84331,3.619650737,1
8.92814208,27884.43425,4.111101546,1
6.920342899,16689.7996,3.266213475,1
10.53809844,13867.2442,3.823092676,1
5.729302912,34573.67879,3.556394812,1
5.335688809,37993.18275,3.921976381,1
,38977.3308,3.261591731,1
6.769834881,34596.00187,3.655789569,1
6.848329601,15908.64209,3.732202018,1
,12856.72862,3.30829418,1
,27064.41841,4.599572634,1
,28224.77418,4.930189986,1
8.589202344,7263.056749,4.041445671,1
8.473649323,36412.48826,3.487816307,1
7.591346094,25383.76518,4.515150114,1
8.137767883,24172.70331,5.003825786,1
5.35256598,27795.73204,4.779187009,1
7.998090254,9609.740605,2.626546784,1
11.89807803,8296.550611,3.024968487,1
7.442536475,18223.02708,2.191138422,1
5.140800528,21407.61429,4.192257449,1
,9783.368727,4.626701023,1
6.947915534,10337.5417,3.685079273,1
9.622105987,30307.21767,3.975571849,1
5.361211666,24709.72886,1.81252894,1
4.909518983,13652.60203,3.785506644,1
6.376408434,33046.72761,5.404045773,1
3.94012546,25911.32168,3.478004808,1
6.916825973,29263.55407,4.598622246,1
9.146557556,6787.48466,3.210881939,1
10.26841472,14694.42062,5.199864588,1
8.787667941,7035.133797,3.489945595,1
7.36876853,18452.02299,3.813881276,1
9.352719753,23558.55475,3.398264165,1
9.393148442,20592.25894,4.665681059,1
7.296572875,22535.08516,4.679168643,1
8.900864697,9592.151333,4.51875067,1
8.107244313,18364.83142,4.688271256,1
7.804368874,14160.68677,4.075556975,1
4.666148131,35680.06788,4.556863752,1
10.90507641,16099.1519,3.720264379,1
4.739548767,27215.90274,2.942348225,1
9.869231935,29549.65882,4.736849577,1
,19575.47536,4.32920405,1
5.827541212,25863.34324,3.179128741,1
0.989912213,16922.8539,5.160603788,1
,10443.79653,3.900508521,1
9.485832873,15357.83337,3.221129819,1
6.435722717,9363.853988,4.925339107,1
6.365497241,7040.737621,5.125416576,1
,23828.20768,5.266367539,1
5.452214926,14446.81239,5.19053381,1
,21852.43794,5.076362464,1
5.433466239,31421.73163,2.871196031,1
7.374775414,12285.89148,3.592264728,1
,25954.03176,2.951395753,0
5.226941884,28398.5542,2.259550289,0
4.594209164,27981.09119,4.917909887,0
6.784133024,12827.62101,5.035822844,0
6.400256164,15936.24736,4.561493819,0
6.839415898,28508.6378,2.854526552,0
6.901863449,20442.61501,4.047907292,0
,22462.11329,5.260301115,0
7.888843574,15824.78873,3.630523985,0
5.527633483,22095.63716,4.59113705,0
6.492403122,18607.21319,4.383394692,0
6.684699737,34157.18447,4.030659831,0
,24108.12755,5.034682957,0
6.223677775,22423.49521,3.919575057,0
4.758648347,23603.06542,4.405508764,0
7.440825031,17259.8523,2.496342612,0
8.054885744,12642.06595,3.514097775,0
7.061830972,24991.76602,4.299018587,0
,12666.00532,5.00587853,0
7.611609817,25063.68301,2.87326121,0
4.691438315,32182.26232,2.730792274,0
8.064170137,8712.002588,3.246077223,0
4.292966858,30434.26912,2.804923583,0
7.865756954,16147.00195,3.738618343,0
9.085637102,9001.658753,2.544020276,0
6.592442508,9381.239931,3.060827354,0
7.032818726,29370.26418,3.633373289,0
8.990317234,23728.29401,4.494544339,0
8.561218924,16686.31276,2.813888599,0
6.739157692,30950.6811,5.214484016,0
,20827.98384,4.23825298,0
6.492627157,34314.08709,3.378778493,0
6.753128353,18222.93196,5.102516757,0
5.039373609,40829.35317,4.957419783,0
8.296344056,17468.9998,5.400810789,0
5.455599352,37620.24847,4.476348715,0
7.918183321,20012.17298,4.764193594,0
5.01804587,27317.09944,5.035153707,0
6.495435285,32775.63258,3.39047054,0
,28184.90053,4.456104061,0
8.783167624,16183.58665,4.274136884,0
,28499.10733,3.403269587,0
8.159666704,17068.29886,2.957194849,0
7.685396843,7324.701425,4.179187128,0
7.762020745,15548.41667,3.256301329,0
7.207931097,18493.87218,4.705561884,0
6.9870415,19472.62433,4.475161103,0
4.692196563,24211.63077,4.009006062,0
,9840.78282,3.183435323,0
4.059431468,25770.00672,4.330321564,0
8.389945659,17674.70615,3.569717312,0
10.69553249,10571.77038,4.154845328,0
6.791696907,21467.95087,2.817391374,0
9.953952112,3773.281147,4.052905069,0
,9836.401847,3.837256627,0
4.489783796,14906.04792,3.776225631,0
8.020869103,21759.36393,3.442121236,0
5.090035332,34094.05718,4.83886228,0
6.466874709,14848.12949,3.408168792,0
6.702496216,29057.22762,4.267952934,0
5.766204134,27700.12195,4.47201817,0
6.571099217,23372.88265,4.555949236,0
8.509220049,10587.30493,2.519891581,0
5.953981878,32241.07961,4.071916487,0
5.403196492,27509.89342,3.871463111,0
5.596929951,23930.37455,3.506764606,0
10.63290961,12958.74846,3.722454851,0
4.916819229,22829.12321,3.836703239,0
7.183095932,13501.67797,3.806539439,0
5.923441415,25951.55404,4.10736363,0
7.377036504,15340.95184,4.531658688,0
7.833495881,28338.98146,5.580829963,0
4.745764371,33153.81298,3.699146259,0
9.055825785,20226.28794,5.45691283,0
5.492155983,26422.09789,3.294129366,0
4.487517479,36860.4689,2.765722248,0
7.027185659,30988.97302,5.35304334,0
10.20064451,8016.202938,5.174719759,0
6.784279329,17569.57982,4.045547056,0
8.080415244,18136.12886,4.070824292,0
,14017.37207,4.167336457,0
7.344975869,5689.804405,3.418763195,0
5.923739955,33306.01254,3.884460371,0
8.285395275,19096.82237,5.438487907,0
5.949518764,16898.8083,4.072197622,0
,34160.92514,2.998335472,0
,35971.02511,2.934137001,0
5.296578804,39537.08646,3.918469801,0
10.28206797,8108.297322,4.572923004,0
7.016836113,18014.9957,4.101397991,0
6.871607245,19557.99372,4.180389312,0
,8985.911807,5.504749397,0
8.274069059,18091.20261,2.575423028,0
8.238878989,11451.31222,2.784712797,0
5.791154373,20288.23557,4.104834817,0
6.153368957,22052.03462,4.030337485,0
7.303051906,22053.01026,4.14486994,0
7.5926723,14912.22551,3.341426728,0
6.784116115,12736.865,4.072186608,0
5.606856131,32423.46269,4.070966098,0
,36290.74611,3.817778953,0
4.922045466,38494.72025,2.291694536,0
5.700784947,27365.10636,3.978141279,0
,25338.61934,3.13400015,0
10.67805626,7066.376917,4.308256961,0
7.602121475,11346.14345,3.698874769,0
8.846281957,17734.94963,2.925037558,0
6.751698586,26325.8177,3.756006672,0
,13597.89604,3.619590635,0
,12519.09066,4.43921524,0
5.088213197,39125.2092,2.600618679,0
6.954907217,21895.2857,3.169714976,0
8.983811794,15158.72175,2.445673388,0
9.519659984,17258.18835,3.994556136,0
4.700392724,35216.53427,3.481943696,0
10.38613293,17982.38726,4.921340625,0
5.746529194,35633.26851,3.808372006,0
,11125.44354,4.699120987,0
,25253.07906,3.941073832,0
10.8112895,11848.22827,4.416183694,0
8.966835973,16764.85476,3.654354962,0
,5699.504942,2.27639196,0
6.848805453,20555.55957,3.130044763,0
8.861701557,15247.12803,3.579107242,0
4.252985001,20497.82222,3.58830042,0
6.729829904,23114.03183,4.724321913,0
5.924540482,44376.18738,4.224342509,0
6.783888468,13677.10644,3.250022229,0
7.390896679,25574.09172,4.325131645,0
6.470151959,30594.28067,3.125391112,0
6.93039147,25780.05908,3.699796036,0
9.302441188,5230.63043,3.675985498,0
7.421997644,15772.65317,3.603609581,0
6.583064856,17977.69394,3.772858553,0
6.204429354,35439.68784,4.106807505,0
9.066628054,22710.45837,4.055421251,0
4.713116701,20070.56779,3.923356036,0
10.58138599,11298.45009,2.966945651,0
7.574261237,8672.527773,3.686758983,0
6.138785152,20129.97882,4.677289618,0
5.276323544,42063.8744,3.883029041,0
6.776879088,19663.79131,3.322065007,0
7.239415921,13911.82663,4.531825295,0
6.552279123,15362.45238,3.443385019,0
8.408766231,27662.3971,2.372791477,0
7.986398706,20447.49013,4.814779191,0
7.366915284,14151.76008,3.051316563,0
6.062738419,25842.58128,4.369454697,0
7.8564711,5619.135558,4.534681098,0
5.15839641,35086.39696,4.645852435,0
,17439.44406,3.458320001,0
6.39908051,23037.07683,2.620538023,0
7.394255556,29917.82021,4.263192772,0
4.443850856,24070.26365,5.038118946,0
8.247148271,9913.963346,3.94196926,0
4.902158989,28278.78928,3.499048523,0
6.86313625,23610.51756,4.319777195,0
6.66953238,16246.17319,1.964863097,0
7.595669984,13486.14219,3.403393177,0
8.163076383,20335.67651,3.287243971,0
8.87027826,16854.12946,4.182740665,0
8.769676022,13969.43886,3.776718462,0
4.737391257,30684.21164,3.853388072,0
7.790874862,24061.3496,3.076214341,0
,26493.07621,3.241267187,0
6.0873061,11628.33668,3.666671803,0
7.651294226,11699.13355,3.258041647,0
4.771490669,48002.0846,3.936972573,0
,26913.37349,3.452821864,0
5.392057607,19900.40784,2.978925445,0
5.477283049,29046.08352,6.35743852,0
6.364155674,22958.00999,4.764412042,0
,39942.9539,4.863377535,0
8.347949483,13533.23003,4.217861431,0
6.615981652,20919.05143,4.635709127,0
8.312379503,8727.247349,2.98809301,0
6.836224939,24293.17266,3.666613686,0
6.385470898,26756.918,4.681716653,0
6.490037175,19397.32389,2.430883294,0
,24873.62278,5.284233272,0
6.648849186,30733.50384,4.827527398,0
,21174.40848,4.217553378,0
9.323583858,15751.1753,3.006650222,0
4.581968728,33897.0682,4.500207625,0
7.884841993,21733.82804,4.631640754,0
6.168838539,24827.51664,4.435760073,0
7.230845307,17864.68939,5.622018081,0
,3900.913892,4.071343675,0
8.693104326,13283.77805,2.898223061,0
,32981.23946,3.231679693,0
4.797460182,21280.24656,4.038502789,0
9.319176393,14294.24035,4.129230416,0
7.581687577,11989.24624,4.457282487,0
5.348213659,11797.92092,3.31116811,0
5.487876363,20162.01862,4.223576482,0
,40710.52439,5.486132309,0
8.315959071,16123.30445,2.760212574,0
8.551077748,28909.29028,4.04637969,0
6.013160966,21573.74757,3.455622541,0
5.744067537,28391.99819,3.171655208,0
5.218989651,27007.88691,4.383942554,0
,25959.6139,3.358353455,0
7.458707683,10513.29678,2.938082397,0
11.02787986,13124.10564,4.178897909,0
6.72958019,17975.55323,4.003458052,0
4.1502143,41489.63981,3.502370872,0
7.159398311,28954.80101,3.254926497,0
,13927.00251,3.66264816,0
6.209697437,22610.76871,3.893766831,0
,10490.83899,4.126407533,0
9.608533594,4544.841718,3.042796944,0
5.375895979,56867.85924,4.17421964,0
8.69712216,27752.00024,4.180567593,0
7.748928548,18939.93665,3.136945007,0
7.117917746,20067.57279,4.213567957,0
8.31002902,40936.15339,4.775784922,0
5.524296531,26220.17421,4.033391218,0
10.20142576,8918.8926,3.964449588,0
5.368125754,32619.31297,2.004142586,0
8.937802408,10562.46054,2.831234426,0
8.124207826,26489.1147,4.724456578,0
7.184973119,25234.42797,3.665410662,0
5.499489286,13902.96865,5.846826958,0
,8904.799818,3.371680094,0
5.319769073,22390.79557,2.92573204,0
6.369111631,34456.80113,2.275903461,0
6.733493842,27430.44173,3.178003605,0
6.883015402,14298.41046,4.102291769,0
8.013516429,20375.66827,4.44490059,0
8.272055091,24196.52268,5.140207743,0
8.746985976,22174.78114,4.763730536,0
8.154840855,25620.77137,3.696327575,0
9.045720545,22829.11084,4.213700444,0
8.922409559,13291.92261,4.081728016,0
5.961301572,23926.07882,4.919585047,0
,20113.89757,3.651864699,0
8.184410006,17944.85238,4.5990822,0
7.636454091,18136.26158,3.332906497,0
7.775385593,15704.48209,3.309471716,0
7.617148871,27080.26872,2.391540006,0
6.664934584,16477.35081,4.502138214,0
,30646.81528,3.855772964,0
8.815357953,26780.69179,2.87588018,0
7.765635562,13736.34204,3.21444964,0
6.225152013,29533.60883,2.770822653,0
,15893.67441,4.157927298,0
8.56704382,23683.11019,2.804926824,0
6.994194675,23027.38526,4.398900709,0
3.344588533,55334.7028,2.575141031,0
,20063.49033,4.565423282,0
,21762.61415,4.344804944,1
7.774468469,22316.39828,3.891097334,1
,28894.47697,2.959749614,1
7.203438849,22826.4847,6.389161009,1
6.150487601,6342.502843,3.551655811,1
,9660.658302,3.959293615,1
6.767523658,21162.72673,3.300253498,1
8.037430327,48410.47101,2.506238127,1
8.177174974,18626.14931,3.325638986,1
6.744799075,20215.69752,4.86854263,1
7.603775446,11459.62244,3.584985024,1
8.546145555,23349.48542,3.505300168,1
5.432512085,14970.64724,3.874425315,1
7.71408936,27336.96262,3.182582857,1
8.154531511,21361.19705,2.460464867,1
,23094.87239,2.9770474,1
7.845879929,13769.86024,3.667154205,1
7.156424495,27025.20696,2.958414712,1
5.694694238,7998.674511,3.8706108,1
6.707685556,17435.34021,3.822668715,1
4.775221956,13978.17266,3.223080865,1
,19947.43447,4.387208418,1
,17537.98962,2.999702321,1
8.501711439,21289.17959,5.612295662,1
7.741245059,22824.69947,3.741143366,1
4.187490815,21809.70983,4.592959344,1
,45141.68604,4.604724796,1
7.808012212,17037.72537,4.165549906,1
5.895948983,37118.25544,3.659652968,1
7.269652253,31161.36839,3.789236757,1
,12036.64304,3.89891586,1
9.489600966,40032.414,4.300694899,1
7.457979827,14733.45876,4.497730796,1
7.992320364,17076.66379,4.342796788,1
7.746343115,21670.59366,3.678686031,1
8.27579563,22013.96491,4.72133955,1
6.879959452,44586.81265,5.688206949,1
6.799375518,7986.493239,3.819985377,1
8.167767663,36185.67854,3.41068554,1
,19692.46439,3.261651399,1
4.736404607,28698.72996,4.995601766,1
5.95392389,11930.62479,3.968647163,1
6.578998162,22389.38049,3.690929417,1
8.775485734,22113.39145,4.393944466,1
6.850302032,40588.43383,3.08029671,1
8.757110512,31040.88449,3.80879301,1
,21687.47345,3.242545448,1
,34383.59764,4.005892992,1
8.073278952,17106.43865,4.854312786,1
5.078274175,18125.6384,3.631042314,1
7.444914015,25489.07503,2.571391506,1
9.434005875,20474.82082,4.201054364,1
5.905906954,13464.48716,2.917284056,1
5.803496976,19451.7676,2.181714167,1
7.617151922,33744.16681,3.422543431,1
9.008464334,35021.7741,3.911014707,1
5.422445768,18542.95745,2.91175139,1
9.778181813,23335.67421,4.143365319,1
5.204938763,17818.39449,3.439561019,1
4.872560878,16960.43463,3.918005799,1
7.793914804,25506.91224,4.220027671,1
,2808.025756,4.081328787,1
7.058182608,26608.92915,3.613834771,1
7.890354274,32160.53392,3.209588058,1
7.535700191,14829.74597,4.208354354,1
7.202534416,11889.25063,5.702504528,1
,27716.33872,4.398059123,1
8.722143777,28301.51695,3.274628642,1
8.352635176,33662.38905,3.939011353,1
6.284385791,18526.26169,5.030712169,1
,28415.18435,4.052367138,1
9.30566048,39498.65929,4.485070147,1
4.923178856,15990.14923,3.329600783,1
6.14301848,34865.32463,5.37040341,1
5.744504157,19457.63948,3.53350015,1
6.616649175,17063.17211,3.881767178,1
7.62349992,36267.26666,4.764995184,1
7.860106422,34591.67815,3.499774684,1
7.393110153,13215.70638,4.431739047,1
,24793.45568,4.641041336,1
5.579517093,13289.20165,4.043914693,1
4.303574607,7323.302301,2.010537157,1
7.310715696,21989.76744,3.57882634,1
6.417702476,33360.17072,4.046305672,1
,23614.70296,3.89406116,1
10.77431809,38037.35307,3.229834159,1
5.036453976,29258.73814,3.534665425,1
,24590.12593,4.318271773,1
10.41504401,34535.55385,4.209136505,1
8.41860665,29313.78335,3.44284782,1
7.808641136,15694.50719,2.472720325,1
7.55796363,32833.43117,3.292270153,1
11.24450714,43533.65785,2.929952739,1
5.728823779,12932.59039,4.41217355,1
10.48680842,26453.00335,3.804352132,1
3.792125732,16929.2902,4.620685586,1
5.716251354,19393.46986,3.433135385,1
,30430.21175,4.536122682,1
5.473603398,14608.36315,4.957822241,1
,37861.44001,5.113869706,1
6.770926884,26880.22004,4.91053382,1
6.043360084,24856.60711,4.745247517,1
,23572.1578,3.09381445,1
6.320427823,11682.22932,4.553380743,1
9.185417502,18073.96859,4.186674618,1
8.684778672,40799.36033,3.877349185,1
7.961721463,11551.21568,2.286943495,1
5.484151254,19378.35907,4.43885846,1
7.186931122,34510.753,4.275645348,1
5.470802484,18295.37092,2.962852429,1
,17382.42737,3.843405196,1
9.792727769,30249.17085,3.729120402,1
3.637170625,10102.48972,5.446565703,1
7.064789081,20567.14593,4.401627835,1
6.632031569,24161.25498,3.38629429,1
5.913956688,13086.64393,5.648605949,1
9.484703254,56351.3963,4.132274238,1
8.447404488,19583.05735,5.21830711,1
7.727421141,18767.94163,4.60180209,1
6.859323726,27567.37567,4.501980015,1
5.846786697,19417.76721,3.371110881,1
6.300001767,40682.144,3.709437181,1
6.646469922,5516.874953,4.387601742,1
7.313446756,23154.06232,2.220639923,1
6.572656389,14598.95191,2.820927249,1
6.002414612,16136.43327,4.315308015,1
,14101.86929,3.62463525,1
5.93605711,18061.69757,3.940282339,1
7.591089848,17444.6714,4.531196013,1
6.875746152,25422.33855,3.397302572,1
8.016279103,14034.4858,4.308222881,1
8.783596632,19471.46544,3.470885424,1
6.911698241,25612.14891,4.616641008,1
8.719240207,17430.91972,3.912836037,1
5.974583248,22543.25629,3.721974696,1
4.429378735,8746.901717,4.271167637,1
,30211.83299,3.840888762,1
,10117.08444,3.190127771,1
8.215123507,30579.37107,4.511384049,1
7.828740105,33337.10965,5.199446636,1
7.949964795,15171.01233,3.31715245,1
6.114332051,30606.22359,3.68040999,1
,15380.12408,4.516869764,1
7.139428273,19862.81126,3.771596492,1
,20134.39834,4.314495017,1
7.96852587,27008.01187,3.173879163,1
6.635894308,20339.01687,4.523236866,1
6.394548023,31620.19079,3.042496818,1
6.280978207,25972.80375,4.599432014,1
7.992026977,34585.08961,4.647095594,1
5.068795502,22781.36453,4.362085653,1
,32768.22797,3.499453074,1
8.151248962,15661.94034,2.799883321,1
7.582941677,23072.7807,4.164028619,1
5.34411687,13492.84084,4.104698561,1
7.871961403,12760.43715,2.938536287,1
5.327023534,13580.61848,4.855821251,1
10.55027327,32150.97939,3.951304463,1
,18085.15884,3.068919237,1
7.47102667,15736.58099,3.70797408,1
7.943882477,32071.17937,4.111691345,0
2.69083124,30204.54674,4.650033779,0
9.13569426,9496.910354,3.281802196,0
5.214009194,34184.3084,4.453525556,0
8.649534947,9898.022209,5.229809193,0
7.75667895,22440.40104,2.842470708,0
7.104295204,12691.51597,5.464856803,0
5.363362645,27045.92996,3.871372489,0
6.582499747,23720.48173,4.152014127,0
6.810466517,32602.34008,4.402339513,0
,12885.51691,2.372924722,0
5.574116595,17546.40326,5.152527698,0
8.555283423,18337.46092,3.687152068,0
4.483402761,13122.22342,2.203840524,0
3.783043638,20384.7731,4.402244146,0
7.138374317,22575.18858,4.144872251,0
,14784.75566,3.210168089,0
7.912361028,34808.44278,2.878515631,0
,17388.98256,4.217743745,0
9.128357758,10418.10834,3.762222689,0
5.271971378,22005.43655,4.119436475,0
6.465093529,43958.67813,3.790523693,0
8.245186596,13909.47907,4.125731794,0
,18128.90829,3.502081504,0
6.704791892,28140.76815,3.806596292,0
6.430254786,26855.10561,4.805791534,0
7.482791276,19621.32511,4.094746286,0
5.504452321,11950.23503,4.657360934,0
7.521920636,20139.43035,3.110932391,0
,9344.653322,4.559336642,0
8.522567733,16446.32805,3.358284405,0
5.694475546,18742.92522,4.107467119,0
6.93450359,15323.40882,3.875238037,0
6.115180039,24699.5239,3.69086186,0
8.575673022,15888.62521,3.506229064,0
5.689142988,17589.26899,4.592979951,0
,39927.73704,4.059377404,0
7.2261272,23129.74806,4.153558901,0
7.197795992,12763.26789,3.844013287,0
3.846814328,26895.25796,3.584201916,0
5.896339346,17420.08715,5.032854921,0
,43846.02527,3.572343822,0
8.326349854,35477.76664,4.395284863,0
6.891561655,26240.49298,3.561962572,0
5.548124947,34006.76875,4.599235865,0
,17092.22583,4.31606325,0
5.386637962,20416.65103,4.320900175,0
7.262534652,38713.11269,4.846359372,0
6.257085791,13826.25791,3.994713697,0
7.025504335,21884.53851,2.941555123,0
6.584839333,16609.92549,3.919954569,0
6.565633547,19044.68007,2.770948497,0
6.622102936,16010.52415,5.290920716,0
7.217392781,13579.55458,3.746619824,0
5.253907429,34793.85331,3.488372514,0
8.131375234,13238.0703,3.542810748,0
6.61977546,11388.53419,4.086920567,0
,18752.26968,3.293552631,0
6.217255307,32911.92972,2.08142502,0
5.019984767,19272.70448,4.089485428,0
6.907379615,40290.22164,1.496100943,0
6.313114732,20849.19074,4.126964596,0
,5075.269202,4.397533101,0
7.29392925,15823.33937,4.403250065,0
6.63036382,30939.02321,3.490587573,0
8.015780395,12135.72493,3.180580187,0
4.249890379,16073.67062,4.116347641,0
4.26526964,25634.53328,4.900446069,0
9.266840595,20478.78596,4.330049469,0
9.619456626,18185.05047,3.173199767,0
7.086877326,25524.82347,3.992848211,0
3.433874059,16318.73361,4.104938403,0
8.436759029,44896.98411,2.499910135,0
12.24692807,11318.14056,3.533243425,0
7.34303194,14037.03993,5.288057554,0
4.616438934,14982.30548,2.634341021,0
8.307462969,18452.64557,4.625729242,0
4.909640554,10488.77094,5.34532394,0
7.70910636,18610.12415,4.23510812,0
,26552.9744,3.206995483,0
7.818274839,27558.54253,3.329243166,0
8.207458913,17447.99467,4.151865853,0
6.958534137,13457.21113,4.1946,0
,14936.50397,4.297913886,0
4.349439999,24352.0661,4.442711502,0
6.629985036,21495.53756,2.534499478,0
8.96969739,9049.682595,3.983098818,0
6.77105029,15719.49361,3.244866832,0
6.724639342,41552.01966,2.921414772,0
,27979.73622,3.439623354,0
6.967270764,33933.70985,3.272470739,0
,32617.1246,3.232872116,0
7.053116739,19500.34998,5.67199885,0
7.755154227,19024.68867,2.728799592,0
8.580008559,6493.547256,3.195591056,0
6.901710203,10323.95784,3.035670597,0
7.814250247,24470.20426,4.104661963,0
5.918953546,9712.560664,4.265547139,0
7.021295306,23109.85423,3.675557956,0
,19887.76983,4.893750992,0
8.132736965,25838.12848,2.969433921,0
6.057068041,14807.26849,4.371747854,0
5.343075103,45166.91214,4.240031708,0
,11398.7311,5.444927204,0
5.742533063,21293.88975,4.272202758,0
6.584813111,24723.1063,4.404132196,0
8.070477127,18266.61772,3.055790475,0
6.652824348,19155.72756,3.661529274,0
5.506061504,21543.7266,2.778905951,0
,36112.13463,2.43250721,0
6.441766486,11306.26151,3.682134341,0
,41461.317,4.894842463,0
8.248703054,24912.87971,3.540532004,0
2.569243562,48204.17219,5.506934432,0
5.664845758,18678.95081,3.570290456,0
8.999498939,20933.51275,3.695084055,0
5.588537191,17732.24067,4.37399858,0
6.265637344,18711.06466,3.266028669,0
6.922041828,16515.87217,4.242947216,0
8.072612403,16843.36393,5.082206247,0
8.828094375,17699.61061,3.793317686,0
8.647454007,12995.88543,3.624100659,0
7.475536902,31359.38646,4.015574262,0
11.53488049,4111.785432,3.000096239,0
6.453064803,23129.46018,3.440858802,0
8.192210156,13528.54938,3.489283078,0
7.247700982,31561.95553,3.319952678,0
7.893131973,20526.04971,3.302211725,0
6.164449536,19231.68175,3.446401194,0
7.9373922,6626.376426,4.27085115,0
8.281120655,17995.40522,3.687995064,0
4.906491593,14786.1389,3.152344905,0
8.143483376,10673.58267,2.572830423,0
5.117913529,26215.4011,3.806700492,0
6.449070009,16906.3313,3.331549948,0
5.613562647,16615.90815,3.465088676,0
5.754212968,31871.29124,5.920233915,0
6.906574998,15201.33995,3.282749503,0
6.336267097,29342.70976,3.745724886,0
8.121253676,25412.70974,4.428311683,0
,11275.87266,2.909606162,0
8.935115926,23774.25828,5.168297808,0
6.45278075,22034.9546,3.425065096,0
8.458814662,15677.97069,3.507708536,0
6.930082548,22802.03993,4.14941371,0
6.255070001,25456.27498,4.194199874,0
5.669818774,27244.63447,5.600458571,0
7.945407487,15938.28644,5.428916724,0
7.499844232,23707.4653,4.454476673,0
4.695516141,24767.16711,4.641738491,0
6.710633528,23748.18399,3.863286909,0
9.502856746,4466.257488,4.237345252,0
4.405327147,15039.71041,4.086867245,0
6.810344849,18852.12298,4.115695844,0
6.983133113,17503.31223,4.426982544,0
6.968131313,19207.31177,3.030823583,0
5.76255225,22159.01807,2.906589212,0
8.397248096,16772.22625,2.835794284,0
8.828326658,13527.98989,3.052822148,0
9.395842202,9225.770911,3.530498325,0
7.593176933,19214.18636,3.542092644,0
5.149133288,16795.31867,4.839176158,0
4.916740541,23425.33132,3.613212412,0
,24518.5743,4.174568876,0
7.371289877,25672.312,4.084696775,0
8.278752741,29381.93641,4.767722384,0
10.20297155,21708.94929,3.270903753,0
4.562156483,23829.79288,4.822883764,0
,29743.8226,3.893925991,0
5.202672013,23051.44186,3.927980576,0
9.149733927,30468.64183,5.436819304,0
7.615556979,8403.284552,4.243133734,0
7.813067625,9812.122463,4.713719499,0
7.721032688,35800.69927,4.168487102,0
9.056244707,17403.53217,3.319353737,0
8.082657125,21689.6343,5.247130149,0
5.84866707,33095.3896,4.874534246,0
8.470545999,26559.38041,2.935801995,0
9.22858163,10345.39931,3.8391854,0
8.170588045,12806.83233,3.995857049,0
6.381977105,20709.27976,4.99189599,0
6.98981377,20769.51964,4.808582691,0
10.3781082,8644.831047,3.57744746,0
,17423.40799,3.5681966,0
3.590822364,33431.67112,4.144780873,0
7.388518503,13921.14622,4.409053528,0
6.966835168,12256.67829,2.957441071,0
6.703486854,24316.87515,4.223883711,0
7.139671256,16916.41354,3.151388595,0
6.64879301,16388.40526,5.138047828,0
,17869.45544,4.17007559,0
7.940713224,10762.93863,2.990150891,0
8.228563825,18132.0944,2.781944108,0
8.665692083,3802.411681,3.494032184,0
5.06404246,21035.10686,5.122702569,0
7.894322783,11697.60697,2.865031443,0
7.042793877,16733.1241,3.965647067,0
8.305063984,8451.319111,4.461210732,0
8.268307592,13181.67352,4.405408198,0
,25305.10293,4.133069339,0
7.397562418,24502.15515,2.459336841,0
6.36729853,11619.7097,2.61476606,0
8.410625565,29985.24988,4.352295779,0
7.098245544,22671.47976,4.909571475,0
7.32250205,19534.42165,2.981649192,0
5.198224971,11178.40354,3.807318103,0
,20626.51594,3.236570043,0
,36776.1375,4.754313124,0
6.280905113,16950.01591,3.021288909,0
6.823930137,13467.87978,4.016144076,0
6.629993518,20487.92383,3.155213653,0
10.30157127,11278.82968,3.857851975,0
6.123193935,15135.12724,5.457830951,0
,10540.34228,4.149483265,0
6.848033469,6068.454885,4.257037543,0
,45166.63939,3.144789726,0
6.411525836,19505.29694,2.200678202,0
5.122648455,17279.51375,3.504524534,0
3.43485576,22690.2444,5.389510246,0
10.84813042,14036.16366,3.133838702,0
8.725393412,18862.67305,4.565542154,0
10.35174253,18588.30333,5.227609397,0
